record_id,o_name,o_street,o_city,o_state,o_zip,s_name,s_street,s_city,s_state,s_zip,type
d-00225,Karen Sanchez,13389 Hill,Laurel,NY,11948,Susan Jones,12116 Fifth,Harrisburg,OH,43126,distinct
d-00226,Karen Howard,6693 View,Irons,MI,49644,Karen Edwards,19644 Ninth,Claysburg,PA,16625,distinct
d-00227,Thomas Evans,12214 Pine,Silver,TX,76949,Richard Bennet,11343 Second,Barton City,MI,48705,distinct
d-00228,Linda Roberts,14957 Lake,Melrose,MA,02176,David Gonzales,19824 Cedar,Winona,OH,44493,distinct
d-00229,Susan Kim,6803 Elm,Gouldsboro,PA,18424,David Adams,5924 Park,Sioux Falls,SD,57197,distinct
d-00230,Thomas Thompson,17594 Eighth,La Crosse,WI,54602,Joseph Patel,10659 Lake,Garden City,NY,11530,distinct
d-00231,Linda Mendoza,5452 First,Sikeston,MO,63801,James Ortiz,1628 Oak,Mount Vernon,AR,72111,distinct
d-00232,Jessica Lopez,15838 Park,Memphis,TN,38131,Sarah Reyes,18614 Cedar,Nashville,KS,67112,distinct
d-00233,Sarah Ross,11453 Main,New Derry,PA,15671,William Patel,12439 Oak,Great Neck,NY,11022,distinct
d-00234,John Brooks,15724 Main,Elora,TN,37328,Richard Gonzales,9282 Pine,Keller,TX,76248,distinct
d-00235,Linda Patel,19882 Lake,El Paso,TX,88554,Thomas Ortiz,16952 Maple,Fiskdale,MA,01518,distinct
d-00236,David Cook,2176 Park,Lamont,KS,66855,Richard Wood,2817 Ninth,Bohannon,VA,23021,distinct
d-00237,Sarah Robinson,2318 Third,Rawl,WV,25691,Jessica Flores,14370 Ninth,Meadow,UT,84644,distinct
d-00238,Joseph Hernandez,15854 First,Hartford,CT,06103,James Parker,5898 Washington,Golden,MO,65658,distinct
d-00239,William Wood,19739 Elm,Silver Spring,MD,20916,Richard Smith,11809 Main,Roaring Springs,TX,79256,distinct
d-00240,Robert Martin,9827 Hill,Finleyville,PA,15332,Barbara Richardson,13105 Oak,Johnston,SC,29832,distinct
d-00241,Thomas Ramos,443 Elm,New Rockford,ND,58356,Michael Moore,17520 Evergreen,Annabella,UT,84711,distinct
d-00242,Jessica Kim,4635 View,Tannersville,PA,18372,Thomas Wilson,10605 Eighth,Minneapolis,MN,55472,distinct
d-00243,Elizabeth Wood,11476 Washington,Glenbeulah,WI,53023,Patricia Lopez,6766 View,Falmouth,ME,04105,distinct
d-00244,Michael White,6789 Oak,Dadeville,AL,36853,Sarah Ruiz,11938 Seventh,Clayton,OH,45315,distinct
d-00245,Susan Williams,9980 Ninth,Leipsic,OH,45856,Charles Kelly,14932 Fifth,Lake City,MI,49651,distinct
d-00246,Mary Sanchez,5670 Washington,Lonsdale,MN,55046,James Carter,2470 Elm,La Porte,IN,46350,distinct
d-00247,Sarah Cooper,2394 Sixth,Millington,TN,38083,Sarah Jimenez,597 Elm,Goodwell,OK,73939,distinct
d-00248,Sarah Reyes,19289 Main,Lovettsville,VA,20180,Barbara Wood,15201 Sixth,Boissevain,VA,24606,distinct
d-00249,Jennifer Gomez,10752 Elm,Spencerville,OK,74760,Joseph Gonzales,11484 Oak,Orlando,FL,32815,distinct
d-00250,Jessica Anderson,14383 Maple,Lufkin,TX,75902,Linda Rogers,18293 Oak,Mosby,MT,59058,distinct
d-00251,David Ramos,6683 Washington,Morrison,MO,65061,Sarah Torres,16638 Pine,Minden,TX,75680,distinct
d-00252,Patricia Brooks,6955 Park,Rixeyville,VA,22737,James White,7630 Seventh,Saint Louis,MO,63141,distinct
d-00253,Michael Martinez,3577 Fifth,Bayside,NY,11361,Joseph Mitchell,13918 Main,Fort Mitchell,AL,36856,distinct
d-00254,William Richardson,10721 Main,Shawmut,MT,59078,Patricia Rodriguez,4834 Sixth,Vista,CA,92085,distinct
d-00255,Charles Jimenez,14411 Washington,Percival,IA,51648,Michael Smith,4807 Park,Evansville,IN,47704,distinct
d-00256,Linda Green,2130 Lake,Chicago,IL,60675,James Bennet,1012 Ninth,Garland,ME,04939,distinct
d-00257,William Gray,6324 Main,Mabscott,WV,25871,Patricia Murphy,13439 Lake,Sherrard,IL,61281,distinct
d-00258,Mary Young,15225 Sixth,Cypress,TX,77429,Michael Flores,10875 Cedar,Tampa,FL,33685,distinct
d-00259,Charles Young,12440 Second,Waitsfield,VT,05673,James Morris,11047 Hill,Brasher Falls,NY,13613,distinct
d-00260,Richard Harris,8884 Cedar,Madrid,NE,69150,Jennifer Taylor,18843 Second,Troy,AL,36079,distinct
d-00261,David Kim,15310 Fifth,Milladore,WI,54454,William Scott,5836 Seventh,Clear Lake,SD,57226,distinct
d-00262,Jessica Richardson,9264 Fourth,Rochester,MN,55906,Susan Morris,16009 Fifth,Loco,OK,73442,distinct
d-00263,Charles Richardson,11455 First,Laughlin,NV,89028,Karen Campbell,19914 Sixth,El Paso,TX,88511,distinct
d-00264,David Nguyen,7357 Eighth,Lewisville,MN,56060,Michael White,4336 Elm,Calumet,MN,55716,distinct
d-00265,Linda Peterson,10699 Eighth,Birmingham,AL,35205,Karen White,16986 Washington,Staunton,IN,47881,distinct
d-00266,Jennifer Morgan,1181 Seventh,Danbury,NC,27016,James Bailey,19757 Sixth,Washington,DC,20091,distinct
d-00267,Thomas Gomez,18928 Park,Mesa,AZ,85205,Jennifer Morris,7507 First,Middleton,MI,48856,distinct
d-00268,Jennifer Ortiz,13077 Washington,Lavaca,AR,72941,Mary Campbell,12411 Eighth,Surprise,AZ,85378,distinct
d-00269,Karen Morris,6578 Evergreen,San Jose,CA,95117,Charles Gutierrez,12950 Evergreen,Fond du Lac,WI,54936,distinct
d-00270,Sarah Bailey,12817 First,Sorrento,LA,70778,David Wilson,15658 Ninth,Pueblo,CO,81008,distinct
d-00271,Robert Davis,3908 Washington,Saint Louis,MO,63145,Sarah Reyes,11266 Pine,Hilton Head Island,SC,29925,distinct
d-00272,Thomas Wilson,15353 Fourth,Panorama City,CA,91402,Susan Hernandez,6726 Third,Bradley Beach,NJ,07720,distinct
d-00273,Charles Edwards,13781 Cedar,APO,FL,34052,William Castillo,10102 Second,Salado,AR,72575,distinct
d-00274,David Harris,2038 Eighth,Canton,MI,48188,Susan Patel,2950 View,Pine Lake,GA,30072,distinct
d-00275,Thomas Green,1170 Evergreen,Hartley,TX,79044,Joseph Cox,14885 Seventh,Dublin,PA,18917,distinct
d-00276,Sarah Collins,15005 Sixth,Thoreau,NM,87323,William Walker,8029 Pine,Clarksburg,MD,20871,distinct
d-00277,Mary Jimenez,10956 Sixth,Macomb,MI,48042,William Phillips,13367 Elm,Dryden,ME,04225,distinct
d-00278,Mary Davis,11751 Washington,Reno,NV,89521,Richard Reed,5688 Oak,Clutier,IA,52217,distinct
d-00279,Patricia Cook,16691 Second,Fort Wayne,IN,46896,David Wilson,5306 Second,Highlandville,IA,52149,distinct
d-00280,Michael Jimenez,615 View,Wynot,NE,68792,Robert Sanders,17828 Main,Pasadena,CA,91115,distinct
d-00281,Charles Moore,9554 Main,Louisville,KY,40291,William Mendoza,15360 Maple,Ithaca,NY,14852,distinct
d-00282,James Walker,3057 Elm,Milladore,WI,54454,John Ortiz,11662 Sixth,Polkville,NC,28136,distinct
d-00283,Mary Castillo,5295 Lake,Lenoir,NC,28633,David Nguyen,5711 Second,McConnell Air Force Base,KS,67221,distinct
d-00284,Barbara Hughes,10465 Hill,Montgomery,AL,36140,Robert Garcia,12094 Park,Saint Stephen,SC,29479,distinct
d-00285,Barbara Sanders,12277 Oak,Tallahassee,FL,32306,William Rogers,3154 Pine,Charlotte,NC,28270,distinct
d-00286,Sarah Chavez,19743 Fourth,Westhampton Beach,NY,11978,James Murphy,8027 Main,Elloree,SC,29047,distinct
d-00287,Jennifer Ramirez,8950 Park,Allendale,NJ,07401,Karen Cox,19621 Sixth,Mount Berry,GA,30149,distinct
d-00288,James Peterson,18035 Third,Marlin,TX,76661,Michael Mitchell,3880 Fifth,Fowler,OH,44418,distinct
d-00289,Jennifer Hall,10160 Fourth,Ordway,CO,81034,Robert Price,2244 Park,Bakersfield,CA,93308,distinct
d-00290,Susan Bennet,7727 Maple,Hollywood,AL,35752,James Castillo,7224 Washington,Bellevue,NE,68123,distinct
d-00291,John Turner,9423 Lake,New Cumberland,WV,26047,Thomas Ramirez,13459 Eighth,Fish Creek,WI,54212,distinct
d-00292,Karen Parker,14874 Oak,Petersburg,VA,23804,Elizabeth Morgan,16948 Evergreen,FPO,CA,96522,distinct
d-00293,Karen Garcia,6595 Fifth,Plummer,MN,56748,Elizabeth Evans,2469 Cedar,Detroit,MI,48288,distinct
d-00294,Sarah Brooks,4379 Sixth,South Grafton,MA,01560,Richard Ramos,16375 Main,Southport,ME,04576,distinct
d-00295,Joseph Cox,15037 First,Upson,WI,54565,Karen Jimenez,763 Evergreen,Lupton,MI,48635,distinct
d-00296,Joseph White,19248 First,Mills River,NC,28759,Charles Torres,9117 Fourth,Holt,CA,95234,distinct
d-00297,John Ross,16550 Cedar,Charlotte,NC,28207,Joseph Wilson,18088 Cedar,Gotha,FL,34734,distinct
d-00298,William Ramirez,16358 Elm,Russellville,AL,35653,Elizabeth Cook,9977 Pine,Maple City,KS,67102,distinct
d-00299,Mary Gutierrez,15230 First,El Paso,TX,88543,James Hernandez,6129 Maple,Story,WY,82842,distinct
d-00300,Karen Davis,17479 Maple,Tiptonville,TN,38079,Mary Ramirez,8935 Pine,Raymond,NH,03077,distinct
d-00301,Robert Ortiz,3920 Eighth,Carter,KY,41128,Charles Kelly,10009 Seventh,Peace Dale,RI,02883,distinct
d-00302,Joseph Jones,15961 Sixth,Pine City,MN,55063,Elizabeth Ward,4618 Oak,Hellertown,PA,18055,distinct
d-00303,Richard Brooks,3901 Hill,Clubb,MO,63934,Barbara Clark,18394 Third,Springfield,OH,45501,distinct
d-00304,William Flores,19123 Sixth,Columbia,SC,29207,Jennifer Johnson,8788 View,Crocker,MO,65452,distinct
d-00305,Mary Brooks,2723 View,Campbellton,FL,32426,Joseph Robinson,12011 Fourth,Stamford,CT,06913,distinct
d-00306,Linda Sanchez,17890 Maple,Taconite,MN,55786,John Morris,17432 Evergreen,Morgantown,WV,26508,distinct
d-00307,Elizabeth James,14002 Seventh,Gardner,IL,60424,Mary Ward,6827 First,Fayetteville,AR,72704,distinct
d-00308,William Ramirez,7345 Elm,Henderson,NV,89012,Patricia Richardson,17862 Lake,Darlington,SC,29540,distinct
d-00309,William Roberts,17013 Elm,Westford,NY,13488,James Bennet,5547 Main,Duluth,MN,55812,distinct
d-00310,Jessica Campbell,2369 Eighth,Albion,IA,50005,Jennifer Turner,16680 First,Sacramento,CA,95842,distinct
d-00311,Charles Green,15357 Hill,Pelham,NY,10803,David Reed,17613 Evergreen,Solomon,KS,67480,distinct
d-00312,Joseph Lee,16729 Fifth,Leonia,NJ,07605,William Jackson,5862 Elm,Tulia,TX,79088,distinct
d-00313,Barbara Roberts,1212 Park,Las Vegas,NV,89158,Patricia Bennet,8574 Maple,Saint Bonaventure,NY,14778,distinct
d-00314,Richard Torres,10337 Third,Mount Gay,WV,25637,Joseph Morales,10006 Eighth,Philadelphia,PA,19127,distinct
d-00315,Jessica Edwards,13523 Pine,Parris Island,SC,29905,Jennifer Williams,15226 Lake,Bertha,MN,56437,distinct
d-00316,Joseph Jackson,9401 Third,Tucson,AZ,85706,Mary Ross,17998 Cedar,Garland,TX,75047,distinct
d-00317,Susan Smith,12483 Maple,Waynesburg,OH,44688,Susan Rogers,15816 Eighth,Flandreau,SD,57028,distinct
d-00318,Jessica Jackson,5294 Elm,Merrifield,VA,22119,Patricia Green,6488 Pine,Silver City,NM,88061,distinct
d-00319,Jessica Cook,5249 Cedar,Wayland,OH,44285,Joseph Gray,1758 Fifth,Slidell,LA,70458,distinct
d-00320,David Chavez,2175 Sixth,Ellicottville,NY,14731,Joseph Perez,17512 First,Patterson,IA,50218,distinct
d-00321,James Martinez,3438 Maple,Goldsboro,MD,21636,Patricia Gomez,18887 Cedar,Georges Mills,NH,03751,distinct
d-00322,Barbara Reyes,8682 Park,Sikes,LA,71473,William Lopez,17003 Oak,Arlington,VA,22243,distinct
d-00323,Thomas Thomas,12018 Hill,Birmingham,AL,35218,Karen Perez,5822 Seventh,Roxana,KY,41848,distinct
d-00324,Thomas Harris,19835 Main,Macon,GA,31203,Michael Cook,16917 Evergreen,Rock Springs,WY,82901,distinct
d-00325,Richard Morris,9888 Park,Turner,ME,04282,Joseph Wood,300 Evergreen,Beaufort,SC,29901,distinct
d-00326,Linda Taylor,11001 First,Redding,IA,50860,Michael Johnson,12741 Park,Media,IL,61460,distinct
d-00327,William Scott,7429 Washington,Roebling,NJ,08554,Richard Chavez,13025 View,Pelham,TN,37366,distinct
d-00328,Mary Alvarez,232 Washington,Southampton,NY,11969,Sarah Nelson,17584 Eighth,Lake Charles,LA,70615,distinct
d-00329,Barbara Peterson,14393 Fourth,Littleton,CO,80122,Jennifer Wright,10502 First,Santa Ana,CA,92705,distinct
d-00330,Michael Richardson,12506 Main,Osgood,OH,45351,James Hughes,16286 Hill,Hamilton City,CA,95951,distinct
d-00331,Jessica Rodriguez,8644 Washington,Pinon,NM,88344,James Chavez,18917 Main,West Yarmouth,MA,02673,distinct
d-00332,Sarah Kim,6696 Fifth,Borrego Springs,CA,92004,Susan Hall,11345 Ninth,Charlotte,NC,28247,distinct
d-00333,Barbara Morales,15268 Ninth,Doyle,CA,96109,Thomas Watson,2167 Hill,Tuscaloosa,AL,35406,distinct
d-00334,Sarah Lopez,13825 Sixth,Panama,IL,62077,Karen Hall,10692 First,Saint Marys,OH,45885,distinct
d-00335,Karen Torres,9463 Fifth,Peoria,IL,61634,Mary Martin,14453 Second,Martinsburg,IA,52568,distinct
d-00336,Karen Perez,16127 Fourth,Milford,MO,64766,Thomas Foster,2179 Third,Las Vegas,NV,89123,distinct
d-00337,Charles Chavez,1333 Cedar,Sturkie,AR,72578,Charles Stewart,290 Eighth,Coffeeville,MS,38922,distinct
d-00338,Jessica King,12204 Hill,Bakersfield,CA,93313,Robert Hill,13843 Lake,Glenford,NY,12433,distinct
d-00339,Mary Thomas,6231 Park,Guanica,PR,00653,Barbara Watson,11582 Maple,Matthews,NC,28105,distinct
d-00340,Karen Rodriguez,4160 Washington,Hamshire,TX,77622,Sarah Kelly,256 Fourth,Parcel Return Service,DC,56904,distinct
d-00341,David Stewart,11300 Elm,Ardmore,OK,73401,Karen Thompson,17537 Second,Dunstable,MA,01827,distinct
d-00342,Joseph Johnson,6206 Elm,Wattsburg,PA,16442,Jessica Torres,1841 View,Strawberry Point,IA,52076,distinct
d-00343,Robert Clark,13988 Evergreen,Stoutsville,OH,43154,Elizabeth Alvarez,15536 Washington,Magnolia,OH,44643,distinct
d-00344,Jennifer James,10510 Sixth,Lexington,SC,29071,Elizabeth Torres,8604 Cedar,Webbers Falls,OK,74470,distinct
d-00345,Mary Ortiz,17482 Eighth,Reno,NV,89533,James Gomez,1203 Second,Lebanon,NH,03766,distinct
d-00346,Linda Howard,1429 Eighth,Champlain,NY,12919,Mary Bennet,17868 Cedar,Lincoln,NE,68514,distinct
d-00347,David Rodriguez,7784 Elm,Crocketts Bluff,AR,72038,David Davis,8662 Seventh,Siler,KY,40763,distinct
d-00348,James Carter,15074 Ninth,Scottsdale,AZ,85271,Karen Rivera,105 Lake,Richardsville,VA,22736,distinct
d-00349,Mary Ramirez,20000 Maple,Vernal,UT,84078,Richard Bennet,2987 First,Widnoon,PA,16261,distinct
d-00350,Patricia Torres,18945 Pine,Callahan,CA,96014,Linda Carter,9274 Hill,Freedom,WY,83120,distinct
d-00351,Mary King,12411 Second,Badin,NC,28009,Sarah Carter,3714 Sixth,Wilkes Barre,PA,18711,distinct
d-00352,Michael Chavez,11186 Ninth,Babson Park,FL,33827,William Ross,15528 Washington,Buckeye,AZ,85326,distinct
d-00353,Barbara Lopez,762 Oak,Derwent,OH,43733,Jessica Campbell,10558 Fourth,Salem,NY,12865,distinct
d-00354,Barbara Long,7103 Elm,Tyner,NC,27980,Jessica Brown,2033 Third,Reading,PA,19612,distinct
d-00355,Jessica Hughes,12189 Oak,Graceville,FL,32440,Mary Patel,16008 Maple,Fryburg,PA,16326,distinct
d-00356,Elizabeth Parker,6898 Cedar,Walcott,IA,52773,Richard Wilson,11336 Sixth,Birmingham,AL,35298,distinct
d-00357,Jennifer Thomas,18054 Third,Goldfield,NV,89013,Sarah Reed,1346 Eighth,Carl Junction,MO,64834,distinct
d-00358,David Rogers,6902 Lake,Maytown,PA,17550,David James,5169 Pine,Washington Navy Yard,DC,20374,distinct
d-00359,Barbara Reed,15080 Eighth,Pacific Palisades,CA,90272,Richard Ward,1362 View,Haddam,KS,66944,distinct
d-00360,Susan Flores,15363 Lake,Rudolph,OH,43462,Mary Williams,16762 Sixth,Lakefield,MN,56150,distinct
d-00361,Linda Martinez,6079 Seventh,Euless,TX,76040,Barbara Hernandez,15116 First,Ada,OH,45810,distinct
d-00362,Elizabeth Cook,940 Oak,Cedarhurst,NY,11516,Michael Hughes,14048 Hill,Saukville,WI,53080,distinct
d-00363,Richard Kim,2215 Cedar,Littleton,IL,61452,James Patel,2855 Second,State College,PA,16803,distinct
d-00364,Patricia Cooper,9452 Pine,Snyder,CO,80750,Michael Williams,2126 Fifth,Boerne,TX,78015,distinct
d-00365,John Lewis,2167 Pine,Medford,WI,54451,Linda Wright,10115 Fourth,Robertson,WY,82944,distinct
d-00366,Karen Davis,7121 Evergreen,Birmingham,AL,35295,Jessica Young,3937 Oak,Corona,SD,57227,distinct
d-00367,Elizabeth King,17274 Pine,Los Angeles,CA,90068,Joseph Kelly,5730 Main,Linn,TX,78563,distinct
d-00368,Linda Diaz,17324 Main,Belhaven,NC,27810,Karen Collins,248 Second,Mount Pleasant,UT,84647,distinct
d-00369,Robert Young,1237 Eighth,Rockport,IL,62370,David Nelson,8371 Washington,Austinville,VA,24312,distinct
d-00370,Mary Morris,6607 Evergreen,Fontana,CA,92334,David Wilson,2272 View,Triplett,MO,65286,distinct
d-00371,Charles Hill,4176 Sixth,Mobile,AL,36671,Michael Mendoza,9772 Third,Crossville,AL,35962,distinct
d-00372,James Lewis,16930 Fifth,Alexandria,VA,22350,Jennifer Parker,2356 Second,Marsteller,PA,15760,distinct
d-00373,Robert Lee,7702 View,Tarpley,TX,78883,Susan Collins,16824 Fifth,Ozone Park,NY,11416,distinct
d-00374,Jessica Johnson,13410 Washington,Wibaux,MT,59353,James Walker,1602 View,Homer,GA,30547,distinct
d-00375,Patricia Turner,17077 View,Collinsville,OK,74021,Elizabeth Morgan,16105 Ninth,Orlando,FL,32885,distinct
d-00376,Elizabeth Lee,17573 Eighth,Nisland,SD,57762,Jennifer Price,15901 Ninth,Odon,IN,47562,distinct
d-00377,Barbara Flores,15618 View,Rancho Cordova,CA,95741,Karen Jackson,7048 Washington,Baldwin Park,CA,91706,distinct
d-00378,Sarah Castillo,17092 First,Alamosa,CO,81101,Joseph Torres,19873 Elm,Rileyville,VA,22650,distinct
d-00379,Richard Martin,14450 Fourth,Sprague,NE,68438,William White,8956 Third,Houston,TX,77072,distinct
d-00380,David Martin,13788 Maple,North Hollywood,CA,91611,Sarah Wright,15616 Fifth,Aurora,IL,60507,distinct
d-00381,Robert Patel,18490 Fifth,Ackley,IA,50601,Robert Scott,864 Maple,Stevenson,AL,35772,distinct
d-00382,David Edwards,6634 Evergreen,Sodus Point,NY,14555,James Rivera,8048 Sixth,Harviell,MO,63945,distinct
d-00383,Joseph Wright,12749 Oak,Northome,MN,56661,Richard Morales,3434 Eighth,Arbon,ID,83212,distinct
d-00384,William Reyes,11036 Seventh,Chicago,IL,60605,Michael Baker,9802 Third,Nabb,IN,47147,distinct
d-00385,Barbara Kelly,14236 Washington,Clemson,SC,29633,Michael Lopez,3715 Cedar,Pinon,NM,88344,distinct
d-00386,Jennifer Torres,556 Washington,Maypearl,TX,76064,John Wood,11553 Park,Deweyville,UT,84309,distinct
d-00387,Sarah Sanders,9052 Ninth,Hagar Shores,MI,49039,Robert Alvarez,16142 Evergreen,Bowling Green,VA,22428,distinct
d-00388,Jennifer Murphy,11999 Oak,Ozawkie,KS,66070,Jessica Wilson,1317 Eighth,Buzzards Bay,MA,02532,distinct
d-00389,Thomas Allen,3612 Hill,La Jara,NM,87027,Karen Kim,3938 Park,Americus,GA,31709,distinct
d-00390,Linda Foster,13333 Cedar,Oxford,KS,67119,Barbara Turner,6098 Second,Grandfalls,TX,79742,distinct
d-00391,Sarah Thompson,11843 Park,Mount Zion,GA,30150,James White,4835 Park,Lewiston,MI,49756,distinct
d-00392,Michael Perez,52 Seventh,Memphis,TN,38152,Richard Collins,5980 Sixth,Cullman,AL,35056,distinct
d-00393,Linda Nelson,8906 Elm,Bakersfield,CA,93390,Barbara Cooper,884 Hill,Sharpsville,IN,46068,distinct
d-00394,Michael Rivera,6285 Fifth,State College,PA,16805,Richard Scott,8462 View,Gamaliel,AR,72537,distinct
d-00395,Richard Rodriguez,6023 Oak,Bryan,TX,77802,Robert Ward,3713 Second,Curtiss,WI,54422,distinct
d-00396,Charles Kim,12126 Third,Fort Worth,TX,76116,Karen Alvarez,8055 Cedar,Jasper,MI,49248,distinct
d-00397,Sarah Young,15065 Cedar,Silver Grove,KY,41085,William Allen,12752 Pine,Key Largo,FL,33037,distinct
d-00398,Linda Martinez,1068 Washington,Abernant,AL,35440,Joseph Harris,17972 Second,Browns,IL,62818,distinct
d-00399,Michael Thompson,12318 Maple,Oak Hill,AL,36766,Susan Hall,16668 Hill,Frankfort,KY,40604,distinct
d-00400,Patricia Johnson,12047 Fourth,England,AR,72046,Linda Long,1577 Second,Des Moines,IA,50940,distinct
d-00401,Linda Gutierrez,9681 Lake,Nacogdoches,TX,75964,Patricia Phillips,6604 Lake,Shreveport,LA,71149,distinct
d-00402,David Scott,16278 Elm,Obion,TN,38240,Richard Ward,16643 Fourth,Griffith,IN,46319,distinct
d-00403,Thomas Gonzales,8321 Fourth,Glendale,RI,02826,Karen Gray,13117 Second,Reeders,PA,18352,distinct
d-00404,William Walker,13924 Fifth,Orange,CA,92857,Richard Davis,17273 Fourth,Enid,OK,73705,distinct
d-00405,Jennifer Bennet,10928 Second,Parrish,FL,34219,William Hill,12395 Evergreen,Emmons,MN,56029,distinct
d-00406,Mary Roberts,10562 Second,Grenloch,NJ,08032,Joseph Lee,15444 Oak,Omaha,NE,68119,distinct
d-00407,Linda Ruiz,18552 Evergreen,Chapel Hill,TN,37034,Susan Mendoza,1463 Seventh,Tyler,TX,75703,distinct
d-00408,Charles White,10798 Park,Warsaw,MN,55087,Michael Gutierrez,15712 Elm,Sun City,AZ,85351,distinct
d-00409,Richard White,15102 Fifth,Orlean,VA,20128,Thomas Myers,335 Park,Sacramento,CA,94239,distinct
d-00410,Patricia Williams,18226 Fourth,Durango,CO,81303,Barbara Patel,9938 Cedar,Homosassa,FL,34487,distinct
d-00411,Robert Gray,9950 Eighth,Ethel,WV,25076,William Cruz,17541 Oak,Hampton,SC,29924,distinct
d-00412,Patricia Thomas,12387 First,Crossville,TN,38571,Karen Clark,9880 Main,Bunola,PA,15020,distinct
d-00413,Barbara Lopez,7935 First,Orlando,FL,32868,Susan Cruz,13532 Washington,Pomeroy,IA,50575,distinct
d-00414,William Green,3126 Maple,Muscoda,WI,53573,Michael Wilson,6058 Hill,Louisville,KY,40269,distinct
d-00415,Patricia King,4922 Sixth,Wall,SD,57790,Patricia Kelly,9763 Cedar,Garner,NC,27529,distinct
d-00416,Susan Chavez,17457 Third,APO,FL,34078,Richard Johnson,5129 Third,Bowling Green,KY,42128,distinct
d-00417,Elizabeth Wright,16582 First,Gallup,NM,87302,Charles Morris,15831 Cedar,Rockvale,CO,81244,distinct
d-00418,Patricia Turner,11539 Fifth,Beverly Hills,CA,90213,Charles Clark,7891 Hill,Oscar,OK,73561,distinct
d-00419,Michael Peterson,18741 Park,Curtis Bay,MD,21226,Joseph Castillo,11184 Main,Imogene,IA,51645,distinct
d-00420,David Adams,779 Evergreen,Wortham,TX,76693,Thomas Turner,15927 Fifth,Ruth,MI,48470,distinct
d-00421,Jessica Cruz,10648 Eighth,Waymart,PA,18472,Joseph Reed,13648 Fourth,Spencerville,MD,20868,distinct
d-00422,Linda Sanders,4687 Eighth,Wyola,MT,59089,Susan Ward,15223 Elm,Johns Island,SC,29457,distinct
d-00423,Barbara Howard,14344 Eighth,Cook Sta,MO,65449,Thomas Watson,10434 Main,Marrowbone,KY,42759,distinct
d-00424,William Sanchez,3888 Maple,Fairlea,WV,24902,Mary Reed,4926 Washington,High Shoals,NC,28077,distinct
d-00425,Charles Richardson,1926 Second,Washburn,IL,61570,Sarah Mitchell,19944 Cedar,Binghamton,NY,13901,distinct
d-00426,Patricia Evans,3517 Second,Caliente,CA,93518,Michael Wright,10003 Oak,Homer,IL,61849,distinct
